0,-1,1095.48,183.18,124.68,53.79,0.97
0,-1,951.78,181.69,117.71,53.17,0.92
0,-1,1033.73,183.91,121.83,48.84,0.91
0,-1,603.17,172.77,33.83,29.78,0.78
1,-1,1095.57,182.94,124.72,53.85,0.97
1,-1,1033.39,184.27,122.76,48.43,0.93
1,-1,952.27,181.96,116.85,51.27,0.92
1,-1,603.13,172.72,33.96,30.27,0.79
2,-1,1095.39,182.82,124.94,54.02,0.97
2,-1,1033.50,184.31,122.51,48.36,0.93
2,-1,952.08,181.92,117.05,51.32,0.92
2,-1,603.18,172.82,33.69,30.11,0.77
3,-1,1095.58,182.80,124.99,53.86,0.97
3,-1,1033.33,184.20,122.90,48.63,0.94
3,-1,952.11,181.96,116.90,51.22,0.91
3,-1,603.45,173.06,33.30,29.89,0.78
4,-1,1095.42,182.89,125.03,53.79,0.97
4,-1,1033.46,184.18,122.67,48.67,0.94
4,-1,952.03,181.98,117.11,51.20,0.92
4,-1,603.36,173.05,33.36,29.78,0.77
5,-1,1095.69,182.84,124.82,53.75,0.97
5,-1,1033.36,184.24,122.72,48.50,0.93
5,-1,952.17,181.96,116.94,51.24,0.92
5,-1,603.30,172.97,33.40,29.97,0.75
6,-1,1095.64,182.84,124.74,53.83,0.97
6,-1,1033.59,184.28,122.41,48.51,0.94
6,-1,951.98,181.86,117.16,51.40,0.92
6,-1,603.23,173.07,33.74,29.77,0.78
7,-1,1095.68,182.74,124.65,53.97,0.97
7,-1,1033.35,184.15,122.86,48.75,0.94
7,-1,952.05,181.93,117.06,51.31,0.91
7,-1,603.39,173.00,33.45,29.86,0.79
8,-1,1095.45,182.75,124.95,53.93,0.97
8,-1,1033.30,184.27,122.94,48.55,0.94
8,-1,952.33,182.00,116.65,51.15,0.92
8,-1,603.32,173.04,33.46,29.88,0.77
9,-1,1095.42,182.82,125.06,53.80,0.97
9,-1,1033.13,184.23,123.29,48.63,0.94
9,-1,952.16,181.88,117.03,51.37,0.92
9,-1,603.35,172.98,33.46,29.88,0.78
10,-1,1095.51,182.71,124.90,54.05,0.97
10,-1,1033.32,184.17,122.72,48.68,0.93
10,-1,952.24,181.93,116.94,51.27,0.92
10,-1,603.49,173.06,33.26,29.70,0.80
11,-1,1095.64,182.75,124.76,54.00,0.97
11,-1,1033.47,184.22,122.56,48.56,0.94
11,-1,951.95,181.87,117.30,51.37,0.92
11,-1,603.46,173.04,33.26,29.91,0.78
12,-1,1095.58,182.73,124.81,53.90,0.97
12,-1,1033.18,184.26,123.06,48.48,0.93
12,-1,952.18,181.99,116.77,51.19,0.91
12,-1,603.52,173.14,33.23,29.82,0.78
13,-1,1095.42,182.68,124.95,54.11,0.97
13,-1,1033.24,184.23,122.85,48.54,0.92
13,-1,952.16,181.94,116.96,51.24,0.92
13,-1,603.36,172.96,33.38,30.09,0.77
14,-1,1095.63,182.80,124.72,53.83,0.97
14,-1,1033.24,184.22,122.99,48.59,0.94
14,-1,952.35,181.95,116.62,51.18,0.93
14,-1,603.38,172.99,33.39,29.91,0.78
15,-1,1095.54,182.79,124.76,53.85,0.97
15,-1,1033.24,184.17,123.03,48.64,0.94
15,-1,952.08,181.87,117.11,51.41,0.92
15,-1,603.43,172.94,33.42,30.10,0.79
16,-1,1095.45,182.84,125.20,53.73,0.97
16,-1,1033.16,184.27,123.08,48.46,0.93
16,-1,952.18,181.99,116.87,51.17,0.92
16,-1,603.47,173.12,33.36,29.67,0.79
17,-1,1095.59,182.82,124.81,53.85,0.97
17,-1,1033.41,184.18,122.75,48.56,0.93
17,-1,952.12,181.91,117.10,51.27,0.92
17,-1,603.45,172.94,33.47,30.05,0.80
18,-1,1095.44,182.76,124.98,53.97,0.97
18,-1,1033.13,184.32,123.12,48.41,0.93
18,-1,952.25,181.93,116.79,51.26,0.92
18,-1,603.43,172.84,33.63,30.23,0.81
19,-1,1095.34,182.66,125.20,54.08,0.97
19,-1,1033.43,184.18,122.71,48.57,0.93
19,-1,952.07,181.92,117.10,51.29,0.92
19,-1,603.54,172.89,33.27,30.11,0.80
20,-1,1095.47,182.84,125.22,53.75,0.97
20,-1,1033.43,184.28,122.66,48.38,0.93
20,-1,952.11,181.98,116.98,51.16,0.92
20,-1,603.68,173.04,33.02,29.81,0.81
21,-1,1095.56,182.88,124.94,53.78,0.97
21,-1,1033.52,184.23,122.43,48.58,0.93
21,-1,952.16,181.92,116.91,51.32,0.92
21,-1,603.59,172.97,33.23,29.78,0.82
22,-1,1095.52,182.84,124.98,53.78,0.97
22,-1,1033.46,184.23,122.75,48.58,0.94
22,-1,952.24,181.90,116.90,51.30,0.93
