0,-1,-0.42,197.56,386.60,171.44,0.99
0,-1,527.03,174.52,121.94,109.89,0.98
0,-1,865.19,169.23,113.05,41.48,0.97
0,-1,298.35,189.81,60.77,22.03,0.75
0,-1,978.73,172.67,87.41,32.81,0.73
0,-1,1004.12,171.99,83.31,33.99,0.67
0,-1,1009.96,161.26,96.47,40.28,0.58
0,-1,353.87,188.94,41.01,18.98,0.43
1,-1,1.36,197.94,382.62,170.93,0.99
1,-1,527.42,175.34,119.34,108.15,0.98
1,-1,870.06,169.31,113.07,42.22,0.95
1,-1,1013.67,162.70,96.27,39.19,0.84
1,-1,1004.79,172.68,83.61,31.63,0.80
1,-1,300.23,190.19,55.72,22.12,0.80
1,-1,981.31,174.53,82.65,29.73,0.78
1,-1,352.02,190.11,39.66,18.82,0.58
1,-1,1150.77,131.67,85.73,69.27,0.51
1,-1,207.44,195.56,48.69,21.25,0.45
2,-1,0.22,197.72,384.12,171.41,0.99
2,-1,528.87,176.12,115.35,105.79,0.98
2,-1,874.43,169.88,112.23,42.01,0.92
2,-1,1157.22,131.92,80.35,68.09,0.88
2,-1,1020.27,162.29,98.06,39.69,0.82
2,-1,1009.25,170.28,81.48,32.58,0.79
2,-1,980.56,174.18,85.04,29.95,0.74
2,-1,350.68,190.24,39.40,19.03,0.71
2,-1,300.01,190.90,53.85,22.27,0.67
2,-1,203.47,196.04,49.23,23.06,0.56
2,-1,817.05,184.18,93.40,25.91,0.46
3,-1,1.28,197.62,380.65,171.41,0.99
3,-1,528.50,176.55,112.49,103.29,0.99
3,-1,880.89,169.68,111.14,42.05,0.92
3,-1,1164.85,131.11,71.76,68.83,0.83
3,-1,1014.22,170.10,79.20,30.77,0.81
3,-1,1028.42,162.42,97.56,39.08,0.81
3,-1,297.29,190.56,53.36,22.96,0.79
3,-1,984.30,173.84,84.73,30.08,0.75
3,-1,348.14,189.84,38.59,19.76,0.66
3,-1,199.99,196.59,48.40,22.46,0.60
3,-1,822.46,183.21,74.55,25.49,0.56
3,-1,268.56,194.95,56.30,20.79,0.47
3,-1,329.60,191.67,36.45,19.85,0.47
4,-1,0.33,197.43,376.59,171.49,0.99
4,-1,526.23,176.41,113.45,102.82,0.98
4,-1,885.39,170.19,109.52,43.56,0.89
4,-1,1166.07,130.07,72.09,71.74,0.88
4,-1,1036.70,165.54,96.34,38.52,0.82
4,-1,1019.72,170.47,76.13,29.90,0.81
4,-1,989.04,174.91,81.76,29.19,0.76
4,-1,347.44,190.09,38.82,19.49,0.75
4,-1,327.25,191.45,39.01,20.32,0.68
4,-1,824.30,184.00,79.10,24.07,0.68
4,-1,292.40,190.25,56.22,24.09,0.68
4,-1,197.25,196.69,50.26,22.35,0.56
4,-1,265.44,195.37,54.54,20.03,0.53
4,-1,657.62,181.99,38.04,17.17,0.41
5,-1,-0.12,196.41,376.02,173.73,0.99
5,-1,522.92,176.78,113.59,101.87,0.99
5,-1,889.41,170.02,112.00,43.97,0.93
5,-1,1172.82,129.55,65.34,73.50,0.91
5,-1,1040.61,165.55,96.19,39.67,0.81
5,-1,347.01,191.33,38.69,19.25,0.79
5,-1,1022.45,169.53,78.59,32.10,0.78
5,-1,993.06,174.77,82.54,30.60,0.77
5,-1,289.75,192.73,54.79,22.09,0.75
5,-1,322.91,192.10,41.93,20.70,0.69
5,-1,188.98,196.37,59.45,24.34,0.66
5,-1,261.78,195.54,55.04,21.19,0.65
5,-1,828.57,183.41,85.00,27.01,0.62
